name,orgnr,email,website,city,gatuadress,postadress,postnummer,postort,full_address,lat,lon,sate_clean,registrerad_datum,registrerad_datum_sort,registrerad_ar,arbetsgivare,f_skatt,moms,fordon_antal,har_fordon,sni,sni_text_clean,sni_antal,bolagsform,status,SNI1,SNI1_text,SNI2,SNI2_text,SNI3,SNI3_text,SNI4,SNI4_text,SNI5,SNI5_text,status_clean,registrerad_datum_clean,sni_kod_clean
Huskvarna Pastorat,2520030897,annika.lundberg@svenskakyrkan.se,,Uppsala,Alfred Dalinvägen 10-12,561 31 Huskvarna,56131,Huskvarna,"Alfred Dalinvägen 10-12, 56131, Huskvarna, Sweden",57.7885142,14.2740051,"Jönköping, Jönköpings län",1975-01-01,1975-01-01,1975.0,Ja,Ja,Nej,2,Ja,94910,Verksamhet i religiösa samfund,2,Trossamfund,Aktiv,94910,Verksamhet i religiösa samfund,85100,Förskoleutbildning,,,,,,,Aktiv,1975-01-01,94910
Huskvarna Pistolskytteklubb,8260021228,huskvarnapk@gmail.com,https://www.huskvarnapk.se/,Huskvarna,Bråneryd 3,561 42 Huskvarna,56142,Huskvarna,"Bråneryd 3, 56142, Huskvarna, Sweden",57.7727143,14.2870737,"Jönköping, Jönköpings län",2001-05-05,2001-05-05,2001.0,Nej,Nej,Nej,1,Ja,93120,Sportklubbars och idrottsföreningars verksamhet,1,Ideell förening,Aktiv,93120,Sportklubbars och idrottsföreningars verksamhet,,,,,,,,,Aktiv,2001-05-05,93120
Huskvarna Roddsällskap,8260001451,mats.jangefors@gmail.com,www.huskvarnarodd.se,Huskvarna,Brunstorpsv 32,561 36 Huskvarna,56136,Huskvarna,"Brunstorpsv 32, 56136, Huskvarna, Sweden",57.8182882,14.2690588,"Jönköping, Jönköpings län",1971-01-01,1971-01-01,1971.0,Nej,Nej,Nej,2,Ja,93120,Sportklubbars och idrottsföreningars verksamhet,1,Ideell förening,Aktiv,93120,Sportklubbars och idrottsföreningars verksamhet,,,,,,,,,Aktiv,1971-01-01,93120
Huskvarna Scoutkår,8260005965,info@huskvarnascout.se,www.huskvarnascout.se,Huskvarna,Örjansgården,561 39 Huskvarna,56139,Huskvarna,"Örjansgården, 56139, Huskvarna, Sweden",57.7918701,14.2739261,"Jönköping, Jönköpings län",1971-01-01,1971-01-01,1971.0,Nej,Nej,Nej,0,Nej,94990,Verksamhet i diverse övriga intresseorganisationer,1,Ideell förening,Aktiv,94990,Verksamhet i diverse övriga intresseorganisationer,,,,,,,,,Aktiv,1971-01-01,94990
Huskvarna SPF-Förening,8024411210,anders.syd@telia.com,spfseniorerna.se/huskvarna,Lekeryd,Kungsgatan 23 C,561 31 Huskvarna,56131,Huskvarna,"Kungsgatan 23 C, 56131, Huskvarna, Sweden",57.7907726,14.274811,"Jönköping, Jönköpings län",2008-05-01,2008-05-01,2008.0,Ja,Nej,Nej,0,Nej,94990,Verksamhet i diverse övriga intresseorganisationer,1,Ideell förening,Aktiv,94990,Verksamhet i diverse övriga intresseorganisationer,,,,,,,,,Aktiv,2008-05-01,94990
Huskvarna Sportfiskeklubb,8260006559,par-blomqvist@telia.com,,Bottnaryd,,,,,Sweden,59.6749712,14.5208584,,,,,,,,0,Nej,,,0,,,,,,,,,,,,,,,
Huskvarna Sportryttare,8025458236,,,,Hallagård 4,563 93 Gränna,56393,Gränna,"Hallagård 4, 56393, Gränna, Sweden",58.0250583,14.4673146,"Jönköping, Jönköpings län",2024-01-19,2024-01-19,2024.0,Nej,Nej,Nej,0,Nej,93120,Sportklubbars och idrottsföreningars verksamhet,1,Ideell förening,Aktiv,93120,Sportklubbars och idrottsföreningars verksamhet,,,,,,,,,Aktiv,2024-01-19,93120
Huskvarna Södra IS,8260013506,saldotec@outlook.com,www.h-södra.se,Huskvarna,Söderliden 6,561 44 Huskvarna,56144,Huskvarna,"Söderliden 6, 56144, Huskvarna, Sweden",57.7745796,14.2806819,"Jönköping, Jönköpings län",1988-03-11,1988-03-11,1988.0,Ja,Ja,Nej,0,Nej,93120,Sportklubbars och idrottsföreningars verksamhet,1,Ideell förening,Aktiv,93120,Sportklubbars och idrottsföreningars verksamhet,,,,,,,,,Aktiv,1988-03-11,93120
Huskvarna Trädgårdsförening,8024368675,,,,Norra Klevaliden 20,561 93 Huskvarna,56193,Huskvarna,"Norra Klevaliden 20, 56193, Huskvarna, Sweden",,,"Jönköping, Jönköpings län",2007-05-24,2007-05-24,2007.0,Ja,Nej,Nej,0,Nej,94990,Verksamhet i diverse övriga intresseorganisationer,1,Ideell förening,Aktiv,94990,Verksamhet i diverse övriga intresseorganisationer,,,,,,,,,Aktiv,2007-05-24,94990
Husqvarna FF,8260001261,kansli@husqvarnaff.se,,Huskvarna,Vapenvallen,561 43 Huskvarna,56143,Huskvarna,"Vapenvallen, 56143, Huskvarna, Sweden",57.7865622,14.2792294,"Jönköping, Jönköpings län",1971-01-01,1971-01-01,1971.0,Ja,Nej,Nej,0,Nej,93120,Sportklubbars och idrottsföreningars verksamhet,2,Ideell förening,Aktiv,93120,Sportklubbars och idrottsföreningars verksamhet,68203,"Uthyrning och förvaltning av egna eller arrenderade, andra lokaler",,,,,,,Aktiv,1971-01-01,93120
Husqvarna Innebandyklubb,8260018240,info@husqvarnaik.nu,www.husqvarnaik.nu,Huskvarna,Alfred Dalinvägen 8,561 31 Huskvarna,56131,Huskvarna,"Alfred Dalinvägen 8, 56131, Huskvarna, Sweden",57.7885142,14.2740051,"Jönköping, Jönköpings län",1996-04-15,1996-04-15,1996.0,Nej,Nej,Nej,0,Nej,93120,Sportklubbars och idrottsföreningars verksamhet,1,Ideell förening,Aktiv,93120,Sportklubbars och idrottsföreningars verksamhet,,,,,,,,,Aktiv,1996-04-15,93120
Husqvarna Skyttegille,8260021889,,,Huskvarna,Värnhemsvägen 3,561 35 Huskvarna,56135,Huskvarna,"Värnhemsvägen 3, 56135, Huskvarna, Sweden",57.788997,14.2967795,"Jönköping, Jönköpings län",2002-02-11,2002-02-11,2002.0,Nej,Nej,Nej,0,Nej,93120,Sportklubbars och idrottsföreningars verksamhet,1,Ideell förening,Aktiv,93120,Sportklubbars och idrottsföreningars verksamhet,,,,,,,,,Aktiv,2002-02-11,93120
HV71,8260007094,info@hv71.se,hv71.se,Jönköping,Elmiavägen 18 Husqvarna Garden,554 54 Jönköping,55454,Jönköping,"Elmiavägen 18 Husqvarna Garden, 55454, Jönköping, Sweden",57.7865813,14.2204113,"Jönköping, Jönköpings län",1975-01-01,1975-01-01,1975.0,Ja,Nej,Ja,0,Nej,93120,Sportklubbars och idrottsföreningars verksamhet,1,Ideell förening,Aktiv,93120,Sportklubbars och idrottsföreningars verksamhet,,,,,,,,,Aktiv,1975-01-01,93120
Hälso Sektion,8024297007,vice.halso@js.ju.se,,Jönköping,Barnarpsgatan 39 Box 1026,553 31 Jönköping,55331,Jönköping,"Barnarpsgatan 39 Box 1026, 55331, Jönköping, Sweden",,,"Jönköping, Jönköpings län",2005-11-17,2005-11-17,2005.0,Nej,Nej,Nej,0,Nej,94990,Verksamhet i diverse övriga intresseorganisationer,1,Ideell förening,Aktiv,94990,Verksamhet i diverse övriga intresseorganisationer,,,,,,,,,Aktiv,2005-11-17,94990
Hörselskadades Riksförbunds Lokalförening i Jönköping,8260014322,jonkoping@hrf.se,,JÖNKÖPING,Barnarpsgatan 19,553 16 Jönköping,55316,Jönköping,"Barnarpsgatan 19, 55316, Jönköping, Sweden",57.7825418,14.1631738,"Jönköping, Jönköpings län",1990-04-09,1990-04-09,1990.0,Ja,Nej,Nej,0,Nej,94990,Verksamhet i diverse övriga intresseorganisationer,1,Ideell förening,Aktiv,94990,Verksamhet i diverse övriga intresseorganisationer,,,,,,,,,Aktiv,1990-04-09,94990
IBK Panthern Tenhult,8025480503,blychert6@hotmail.com,,Tenhult,Myrstadavägen 18,561 60 Tenhult,56160,Tenhult,"Myrstadavägen 18, 56160, Tenhult, Sweden",57.7064518,14.3202626,"Jönköping, Jönköpings län",2024-08-02,2024-08-02,2024.0,Nej,Nej,Nej,0,Nej,93120,Sportklubbars och idrottsföreningars verksamhet,1,Ideell förening,Aktiv,93120,Sportklubbars och idrottsföreningars verksamhet,,,,,,,,,Aktiv,2024-08-02,93120
IF Haga,8260001550,ifhaga.kontakt@gmail.com,https://www.laget.se/IFHaga,Jönköping,Strömsbergsvägen 8,553 08 Jönköping,55308,Jönköping,"Strömsbergsvägen 8, 55308, Jönköping, Sweden",57.7527065,14.1808996,"Jönköping, Jönköpings län",1971-01-01,1971-01-01,1971.0,Ja,Nej,Nej,0,Nej,93120,Sportklubbars och idrottsföreningars verksamhet,1,Ideell förening,Aktiv,93120,Sportklubbars och idrottsföreningars verksamhet,,,,,,,,,Aktiv,1971-01-01,93120
IF Hallby Fotboll,8260021384,kansli@hallbyfotboll.se,www.hallbyfotboll.se,Jönköping,Viktor Rydbergsgatan 39,554 48 Jönköping,55448,Jönköping,"Viktor Rydbergsgatan 39, 55448, Jönköping, Sweden",57.7953345,14.1392044,"Jönköping, Jönköpings län",2001-06-06,2001-06-06,2001.0,Ja,Nej,Nej,1,Ja,93120,Sportklubbars och idrottsföreningars verksamhet,1,Ideell förening,Aktiv,93120,Sportklubbars och idrottsföreningars verksamhet,,,,,,,,,Aktiv,2001-06-06,93120
IF Hallby Handbollsklubb,8260021343,info@hallbyhandboll.se,https://www.hallbyhandboll.se/,Jönköping,Kungsgatan 5 B bv,553 31 Jönköping,55331,Jönköping,"Kungsgatan 5 B bv, 55331, Jönköping, Sweden",,,"Jönköping, Jönköpings län",2001-06-06,2001-06-06,2001.0,Ja,Nej,Ja,0,Nej,93120,Sportklubbars och idrottsföreningars verksamhet,2,Ideell förening,Aktiv,93120,Sportklubbars och idrottsföreningars verksamhet,78201,Personaluthyrning,,,,,,,Aktiv,2001-06-06,93120
IF Hallby SOK,8260021301,styrelsen@hallbysok.se,www.hallbysok.se,Jönköping,Axamo Hallbystugan 1,555 94 Jönköping,55594,Jönköping,"Axamo Hallbystugan 1, 55594, Jönköping, Sweden",,,"Jönköping, Jönköpings län",2001-05-23,2001-05-23,2001.0,Nej,Ja,Nej,3,Ja,93120,Sportklubbars och idrottsföreningars verksamhet,1,Ideell förening,Aktiv,93120,Sportklubbars och idrottsföreningars verksamhet,,,,,,,,,Aktiv,2001-05-23,93120
IFK Bankeryd,8260013860,info@ifkbankeryd.se,ifkbankeryd.se,Bankeryd,Attarpsvägen 14,564 33 Bankeryd,56433,Bankeryd,"Attarpsvägen 14, 56433, Bankeryd, Sweden",57.8556908,14.1188657,"Jönköping, Jönköpings län",1988-12-16,1988-12-16,1988.0,Ja,Nej,Nej,0,Nej,93120,Sportklubbars och idrottsföreningars verksamhet,1,Ideell förening,Aktiv,93120,Sportklubbars och idrottsföreningars verksamhet,,,,,,,,,Aktiv,1988-12-16,93120
IFK Öxnehaga,8260007813,Hammodi_92@hotmail.com,laget.se/ifkoxnehaga,Huskvarna,Glasvingevägen 2,561 48 Huskvarna,56148,Huskvarna,"Glasvingevägen 2, 56148, Huskvarna, Sweden",57.7699998,14.2601275,"Jönköping, Jönköpings län",1975-01-01,1975-01-01,1975.0,Ja,Nej,Nej,0,Nej,93120,Sportklubbars och idrottsföreningars verksamhet,1,Ideell förening,Aktiv,93120,Sportklubbars och idrottsföreningars verksamhet,,,,,,,,,Aktiv,1975-01-01,93120
Ijara Förening Sweden,8024996921,abdiazizjelle@gmail.com,,Jönköping,,,,,Sweden,59.6749712,14.5208584,,,,,,,,0,Nej,,,0,,,,,,,,,,,,,,,
IK Cyrus,8260009900,kansli@ikcyrus.se,www.ikcyrus.se,Jönköping,Gjuterigatan 30,553 19 Jönköping,55319,Jönköping,"Gjuterigatan 30, 55319, Jönköping, Sweden",57.7794278,14.1618519,"Jönköping, Jönköpings län",1979-01-01,1979-01-01,1979.0,Ja,Nej,Nej,0,Nej,93120,Sportklubbars och idrottsföreningars verksamhet,1,Ideell förening,Aktiv,93120,Sportklubbars och idrottsföreningars verksamhet,,,,,,,,,Aktiv,1979-01-01,93120
IK Tord,8260001543,kansli@iktord.nu,iktord.nu,Jönköping,Friggagatan 21,554 54 Jönköping,55454,Jönköping,"Friggagatan 21, 55454, Jönköping, Sweden",57.788214,14.2252518,"Jönköping, Jönköpings län",1971-01-01,1971-01-01,1971.0,Ja,Nej,Nej,0,Nej,93120,Sportklubbars och idrottsföreningars verksamhet,1,Ideell förening,Aktiv,93120,Sportklubbars och idrottsföreningars verksamhet,,,,,,,,,Aktiv,1971-01-01,93120
IK Wallgårda,8260010221,ikw_webb@hotmail.com,idrottonline.se/IKWallgarda,Bottnaryd,Långarum Rödjorna 10,565 97 Bottnaryd,56597,Bottnaryd,"Långarum Rödjorna 10, 56597, Bottnaryd, Sweden",57.7695139,13.8261337,"Jönköping, Jönköpings län",1980-01-01,1980-01-01,1980.0,Nej,Nej,Nej,0,Nej,93120,Sportklubbars och idrottsföreningars verksamhet,1,Ideell förening,Aktiv,93120,Sportklubbars och idrottsföreningars verksamhet,,,,,,,,,Aktiv,1980-01-01,93120
IK Vista,8260001527,vistavallen@telia.com,www.ikvista.se,Huskvarna,Vistavallen,561 46 Huskvarna,56146,Huskvarna,"Vistavallen, 56146, Huskvarna, Sweden",,,"Jönköping, Jönköpings län",1971-01-01,1971-01-01,1971.0,Ja,Nej,Nej,5,Ja,93120,Sportklubbars och idrottsföreningars verksamhet,1,Ideell förening,Aktiv,93120,Sportklubbars och idrottsföreningars verksamhet,,,,,,,,,Aktiv,1971-01-01,93120
IKHP Huskvarna,8260001535,kansli@ikhp.se,www.ikhp.se,Huskvarna,Norra Klevaliden 13,561 93 Huskvarna,56193,Huskvarna,"Norra Klevaliden 13, 56193, Huskvarna, Sweden",,,"Jönköping, Jönköpings län",1971-01-01,1971-01-01,1971.0,Ja,Nej,Nej,2,Ja,93120,Sportklubbars och idrottsföreningars verksamhet,1,Ideell förening,Aktiv,93120,Sportklubbars och idrottsföreningars verksamhet,,,,,,,,,Aktiv,1971-01-01,93120
Immanuelskyrkans RPG,8025394258,ml.stalbark@hotmail.com,,Jönköping,Lasarettsgatan 1 A lgh 1302,553 18 Jönköping,55318,Jönköping,"Lasarettsgatan 1 A lgh 1302, 55318, Jönköping, Sweden",,,"Jönköping, Jönköpings län",2022-05-06,2022-05-06,2022.0,Nej,Nej,Nej,0,Nej,94990,Verksamhet i diverse övriga intresseorganisationer,1,Ideell förening,Aktiv,94990,Verksamhet i diverse övriga intresseorganisationer,,,,,,,,,Aktiv,2022-05-06,94990
Ingaryds Vänner,8024594445,rol.gunnarsson@gmail.com,www.ingarydsvanner.ingaryd.se,Tenhult,Rågvägen 6,561 63 Tenhult,56163,Tenhult,"Rågvägen 6, 56163, Tenhult, Sweden",57.7047697,14.3128741,"Jönköping, Jönköpings län",2011-04-22,2011-04-22,2011.0,Nej,Nej,Nej,0,Nej,94990,Verksamhet i diverse övriga intresseorganisationer,1,Ideell förening,Aktiv,94990,Verksamhet i diverse övriga intresseorganisationer,,,,,,,,,Aktiv,2011-04-22,94990
Inter Jönköping FC,8025510754,Interjonkopingfc@gmail.com,,Jönköping,Ljunghedsvägen 17,556 32 Jönköping,55632,Jönköping,"Ljunghedsvägen 17, 55632, Jönköping, Sweden",57.7040877,14.1648941,"Jönköping, Jönköpings län",2025-03-21,2025-03-21,2025.0,Nej,Nej,Nej,0,Nej,93120,Sportklubbars och idrottsföreningars verksamhet,1,Ideell förening,Aktiv,93120,Sportklubbars och idrottsföreningars verksamhet,,,,,,,,,Aktiv,2025-03-21,93120
Internationell Poesifestival Jkpgs län,8025114383,Poesifest@gmail.com,,Jönköping,Våttergatan 1 C/O Giovanni Rojas,563 32 Gränna,56332,Gränna,"Våttergatan 1 C/O Giovanni Rojas, 56332, Gränna, Sweden",,,"Jönköping, Jönköpings län",2017-09-28,2017-09-28,2017.0,Nej,Nej,Nej,0,Nej,94990,Verksamhet i diverse övriga intresseorganisationer,1,Ideell förening,Aktiv,94990,Verksamhet i diverse övriga intresseorganisationer,,,,,,,,,Aktiv,2017-09-28,94990
Internationella Kvinnoförb. för fred och frihet,8024652953,gunnel_hall00@gmail.com,www.ikff.se,,Kohagsgatan 75,561 49 Huskvarna,56149,Huskvarna,"Kohagsgatan 75, 56149, Huskvarna, Sweden",57.7717235,14.2630863,"Jönköping, Jönköpings län",2012-04-12,2012-04-12,2012.0,Nej,Nej,Nej,0,Nej,94990,Verksamhet i diverse övriga intresseorganisationer,1,Ideell förening,Aktiv,94990,Verksamhet i diverse övriga intresseorganisationer,,,,,,,,,Aktiv,2012-04-12,94990
IOGT-NTO Logen 2046 Plogen,8260002723,plogen@iogt.se,,Norrahammar,Martinsgården,562 30 Norrahammar,56230,Norrahammar,"Martinsgården, 56230, Norrahammar, Sweden",,,"Jönköping, Jönköpings län",1971-01-01,1971-01-01,1971.0,Nej,Nej,Nej,0,Nej,94990,Verksamhet i diverse övriga intresseorganisationer,1,Ideell förening,Aktiv,94990,Verksamhet i diverse övriga intresseorganisationer,,,,,,,,,Aktiv,1971-01-01,94990
IOS 036 (Häktet Jönköping),8025167993,Almedin.osmanovic@kriminalvarden.se,,Jönköping,Box 194,551 13 Jönköping,55113,Jönköping,"Box 194, 55113, Jönköping, Sweden",,,"Jönköping, Jönköpings län",2018-05-24,2018-05-24,2018.0,Nej,Nej,Nej,0,Nej,93120,Sportklubbars och idrottsföreningars verksamhet,1,Ideell förening,Aktiv,93120,Sportklubbars och idrottsföreningars verksamhet,,,,,,,,,Aktiv,2018-05-24,93120
Irakiska Kulturföreningen,8024901038,ikfjonkoping@hotmail.com,,Jönköping,Markabergsvägen 7,564 36 Bankeryd,56436,Bankeryd,"Markabergsvägen 7, 56436, Bankeryd, Sweden",57.8512081,14.1484206,"Jönköping, Jönköpings län",2014-08-14,2014-08-14,2014.0,Nej,Nej,Nej,0,Nej,94990,Verksamhet i diverse övriga intresseorganisationer,1,Ideell förening,Aktiv,94990,Verksamhet i diverse övriga intresseorganisationer,,,,,,,,,Aktiv,2014-08-14,94990
Islamiska förbundet i Sverige,8024007893,saleh.sabe@hotmail.com; 3-14@live.se,,Stockholm,Kapellgränd 10 bv,116 25 Stockholm,11625,Stockholm,"Kapellgränd 10 bv, 11625, Stockholm, Sweden",59.3160447,18.0754107,"Stockholm, Stockholms län",1995-04-02,1995-04-02,1995.0,Nej,Ja,Nej,0,Nej,94910,Verksamhet i religiösa samfund,1,Ideell förening,Aktiv,94910,Verksamhet i religiösa samfund,,,,,,,,,Aktiv,1995-04-02,94910
Israelföreningen i Jönköping och Kronoberg,8025308282,info@israelforeningen.se,www.israelforeningen.se,Vi har ingen fast lokal,Jutevägen 6 lgh 1301,554 45 Jönköping,55445,Jönköping,"Jutevägen 6 lgh 1301, 55445, Jönköping, Sweden",,,"Jönköping, Jönköpings län",2020-06-05,2020-06-05,2020.0,Nej,Nej,Nej,0,Nej,94990,Verksamhet i diverse övriga intresseorganisationer,1,Ideell förening,Aktiv,94990,Verksamhet i diverse övriga intresseorganisationer,,,,,,,,,Aktiv,2020-06-05,94990
Jesu Kristi Kyrka,8572038225,cw@malms.nu,,Jönköping,Järnvägsgatan 13 A,703 62 Örebro,70362,Örebro,"Järnvägsgatan 13 A, 70362, Örebro, Sweden",59.2778739,15.2153616,"Örebro, Örebro län",1979-01-01,1979-01-01,1979.0,Ja,Nej,Ja,20,Ja,94910,Verksamhet i religiösa samfund,1,Ideell förening,Aktiv,94910,Verksamhet i religiösa samfund,,,,,,,,,Aktiv,1979-01-01,94910
John Bauer Discgolf,8024548912,info@jbdg.se,www.jbdg.se,Jönköping,Slalomvägen 6,564 34 Bankeryd,56434,Bankeryd,"Slalomvägen 6, 56434, Bankeryd, Sweden",57.8547766,14.1369957,"Jönköping, Jönköpings län",2010-09-30,2010-09-30,2010.0,Nej,Ja,Nej,1,Ja,93120,Sportklubbars och idrottsföreningars verksamhet,1,Ideell förening,Aktiv,93120,Sportklubbars och idrottsföreningars verksamhet,,,,,,,,,Aktiv,2010-09-30,93120
Ju-Jutsuklubben Samurai,8260021186,info@samurai.se,samurai.se,Jönköping,S:t Göransvägen 31,554 54 Jönköping,55454,Jönköping,"S:t Göransvägen 31, 55454, Jönköping, Sweden",57.7830349,14.2271813,"Jönköping, Jönköpings län",2001-05-05,2001-05-05,2001.0,Nej,Nej,Nej,0,Nej,93120,Sportklubbars och idrottsföreningars verksamhet,1,Ideell förening,Aktiv,93120,Sportklubbars och idrottsföreningars verksamhet,,,,,,,,,Aktiv,2001-05-05,93120
June Folkhögsskola,8270007100,jonas.strom@junefolkhogskola.se,,Jönköping,,,,,Sweden,59.6749712,14.5208584,,,,,,,,0,Nej,,,0,,,,,,,,,,,,,,,
June Hundklubb,8260023018,ronelkas@telia.com,,Jönköping,Konungsö 25,555 92 Jönköping,55592,Jönköping,"Konungsö 25, 55592, Jönköping, Sweden",57.6580413,14.2259104,"Jönköping, Jönköpings län",2003-02-13,2003-02-13,2003.0,Ja,Nej,Nej,0,Nej,93199,Annan sportverksamhet,1,Ideell förening,Aktiv,93199,Annan sportverksamhet,,,,,,,,,Aktiv,2003-02-13,93199
June Whisky Sällskap,8024187786,info@junewhisky.com,,Huskvarna,Norra vägen 1,561 62 Tenhult,56162,Tenhult,"Norra vägen 1, 56162, Tenhult, Sweden",57.7099502,14.3336713,"Jönköping, Jönköpings län",2004-06-03,2004-06-03,2004.0,Nej,Nej,Nej,0,Nej,94990,Verksamhet i diverse övriga intresseorganisationer,1,Ideell förening,Aktiv,94990,Verksamhet i diverse övriga intresseorganisationer,,,,,,,,,Aktiv,2004-06-03,94990
Junis Jönköping,8024653357,roger.backdahl@junis.se,,JÖNKÖPING,Östra Storgatan 33,553 21 Jönköping,55321,Jönköping,"Östra Storgatan 33, 55321, Jönköping, Sweden",57.7819729,14.1766133,"Jönköping, Jönköpings län",2012-04-12,2012-04-12,2012.0,Ja,Nej,Nej,0,Nej,94990,Verksamhet i diverse övriga intresseorganisationer,1,Ideell förening,Aktiv,94990,Verksamhet i diverse övriga intresseorganisationer,,,,,,,,,Aktiv,2012-04-12,94990
Junis Partyrävar,8025385462,sofia.klasson@junis.se,,Tenhult,Bogla 49,561 61 Tenhult,56161,Tenhult,"Bogla 49, 56161, Tenhult, Sweden",,,"Jönköping, Jönköpings län",2022-02-18,2022-02-18,2022.0,Nej,Nej,Nej,0,Nej,94990,Verksamhet i diverse övriga intresseorganisationer,1,Ideell förening,Aktiv,94990,Verksamhet i diverse övriga intresseorganisationer,,,,,,,,,Aktiv,2022-02-18,94990
Justice,8025051965,justice@js.ju.se,,,Gjuterigatan 3 C,553 18 Jönköping,55318,Jönköping,"Gjuterigatan 3 C, 55318, Jönköping, Sweden",57.7794278,14.1618519,"Jönköping, Jönköpings län",2016-11-03,2016-11-03,2016.0,Nej,Nej,Nej,0,Nej,94990,Verksamhet i diverse övriga intresseorganisationer,1,Ideell förening,Aktiv,94990,Verksamhet i diverse övriga intresseorganisationer,,,,,,,,,Aktiv,2016-11-03,94990
Järsnäs Baptistförsamling,8260007862,,,Lekeryd,Mårtensdrätt Vaktholmen 3,561 95 Lekeryd,56195,Lekeryd,"Mårtensdrätt Vaktholmen 3, 56195, Lekeryd, Sweden",,,"Jönköping, Jönköpings län",1975-01-01,1975-01-01,1975.0,Ja,Nej,Nej,0,Nej,94910,Verksamhet i religiösa samfund,1,Ideell förening,Aktiv,94910,Verksamhet i religiösa samfund,,,,,,,,,Aktiv,1975-01-01,94910
Järsnäs Hembygdsförening,8024341896,a.e.ottosson@telia.com,,Lekeryd,Torestorp Björkenäs 3,561 95 Lekeryd,56195,Lekeryd,"Torestorp Björkenäs 3, 56195, Lekeryd, Sweden",,,"Jönköping, Jönköpings län",2006-11-16,2006-11-16,2006.0,Nej,Nej,Nej,0,Nej,94990,Verksamhet i diverse övriga intresseorganisationer,1,Ideell förening,Aktiv,94990,Verksamhet i diverse övriga intresseorganisationer,,,,,,,,,Aktiv,2006-11-16,94990
Järsnäs Motion & Gymnastikklubb,8260017200,info@jarsnasmgk.se,www.jarsnasmgk.se,Lekeryd,Gyeberg 7,561 95 Lekeryd,56195,Lekeryd,"Gyeberg 7, 56195, Lekeryd, Sweden",,,"Jönköping, Jönköpings län",1994-04-02,1994-04-02,1994.0,Nej,Nej,Nej,0,Nej,93120,Sportklubbars och idrottsföreningars verksamhet,1,Ideell förening,Aktiv,93120,Sportklubbars och idrottsföreningars verksamhet,,,,,,,,,Aktiv,1994-04-02,93120
Järstorps Hembygdsförening,8260001709,tolarp@hotmail.com,www.hembygd.se/jarstorp,Jönköping,Tolarp 18,555 94 Jönköping,55594,Jönköping,"Tolarp 18, 55594, Jönköping, Sweden",57.8014108,14.1243505,"Jönköping, Jönköpings län",1971-01-01,1971-01-01,1971.0,Nej,Nej,Nej,0,Nej,94990,Verksamhet i diverse övriga intresseorganisationer,1,Ideell förening,Aktiv,94990,Verksamhet i diverse övriga intresseorganisationer,,,,,,,,,Aktiv,1971-01-01,94990
Jönköping - Black Wings,8024646989,blackwingshc@gmail.com,,Jönköping,Brynjegatan 4 A,554 65 Jönköping,55465,Jönköping,"Brynjegatan 4 A, 55465, Jönköping, Sweden",57.7850095,14.2524371,"Jönköping, Jönköpings län",2012-03-08,2012-03-08,2012.0,Nej,Nej,Nej,0,Nej,93120,Sportklubbars och idrottsföreningars verksamhet,1,Ideell förening,Aktiv,93120,Sportklubbars och idrottsföreningars verksamhet,,,,,,,,,Aktiv,2012-03-08,93120
